text,outcome
"In Ontario, construction is an essential service, but some workers fear COVID-19 puts them at risk",real
"COVID-19 outbreak: 'Think twice' before taking a cruise, top health official warns",real
"COVID-19 on P.E.I.: What's happening Monday, March 30",real
"'All gatherings are off the table' in B.C., but no new bans on the way, top doctor says",real
Atikokan hospital says 2 people monitored for COVID-19 have tested negative,real
"Need help with your errands? Online groups, neighbours are pitching in during coronavirus pandemic",real
"121,500 B.C. food-service staff have lost jobs due to COVID-19 — and more could follow: Restaurants Canada",real
Adrian Dix warns 'alternative' protective equipment will soon be used in health system,real
Sudbury hospital discharges its first ventilated COVID-19 patient,real
Pandemic could block access to medically-assisted dying for some Sask. patients,real
Dozens of Calgarians asked to self-isolate after child tests positive at daycare,real
Some P.E.I. long-term care facilities restrict employees to working in one home,real
"COVID-19: Quebec closing shopping malls, schools and restaurant dining rooms until May 1",real
Nova Scotia Health Authority to open dedicated COVID-19 testing sites Tuesday,real
Halifax homeless shelter to rent empty hotel during COVID-19,real
"Edmonton man keeps 'even keel' during Beijing quarantine, 54 days in isolation",real
Northwood rejects claims of lack of protective equipment,real
CBC/Radio-Canada and TV distributors make 24-hour news channels widely available,real
"With rail blockades lifted, effort begins to measure economic damage",real
Hajdu says some provinces face a 'deficit' of medical supplies as COVID-19 cases rise,real
"'The impact on the health care system could be total collapse,' warns ICU doctor",real
2 meat plants in southeast Sask. close as workers complain of unpaid wages: union,real
CP Rail employees were told not to self-isolate after vacation until federal officials stepped in,real
"Bell, TekSavvy customers shocked by price hikes during COVID-19 pandemic",real
"Pandemic anxiety causing vivid dreams, expert says",real
'Pure negligence': Health union calls on province to take over 3 long-term care homes,real
"'Huge relief': Small businesses welcome Ottawa's commercial rent relief program, despite concerns",real
'Heart-wrenching': Canadian flower farmers forced to throw out months of work amid pandemic,real
Death toll from new coronavirus outbreak in China reaches 17,real
"Hotel-Dieu physician has developed COVID-19 symptoms, is self-isolating at home",real
WHO says it's not declaring new virus a global emergency — but it may become one,real
Chris Hall: Hajdu says on COVID-19 Ottawa acted on 'the best advice possible at the time',real
"As COVID-19 reduces staff at senior care centres, clients are feeling the pinch",real
"What you need to know about COVID-19 in B.C. on March 12, 2020",real
"Families turned away, as social distancing cuts space in Winnipeg domestic violence shelters",real
How one Saskatoon church is getting creative during the COVID-19 pandemic,real
Here's what's available to help Ontario renters through COVID-19,real
PPE shortages persist at Quebec long-term care home with more than half of residents infected,real
How Alberta has managed to do more COVID-19 tests than any other province,real
OPEC pushes for cut of 1.5 million barrels of oil output per day,real
P.E.I. Premier Dennis King and his family self-isolating but 'feeling great',real
"In 'extraordinary' move, B.C. officials ask retired doctors to re-register in case COVID-19 worsens",real
Gasoline prices dip below 80¢ a litre at some Calgary pumps,real
Get informed on the top stories of the day in one quick scan,real
"As COVID-19 reduces staff at senior care centres, clients are feeling the pinch",real
London to open COVID-19 testing centre by next week,real
'I want to come home': Young woman injured and alone in Thailand after motorbike accident,real
"City and inside workers reach tentative deal, averting strike during COVID-19 outbreak",real
No tiptoeing through the tulips this year as festival goes online,real
Major seafood expo postponed over COVID-19 concerns,real
"New moms, experts worry about postpartum depression during COVID-19 as services cut back",real
"'All gatherings are off the table' in B.C., but no new bans on the way, top doctor says",real
How to deal with disappointment after cancellation of the Arctic Winter Games,real
Pandemic could block access to medically-assisted dying for some Sask. patients,real
"'Something is bound to break': More long-term care staff needed, families say",real
Nova Scotia's top doctor says shooting rampage prompts need to 'mourn safely' amid COVID-19,real
'That was the master plan': Why Harry and Meghan were going to California — just maybe not so soon,real
"Doctors, nurses don't have to pass French test to work in Quebec during pandemic",real
First baby bison born on ancestral land in more than 150 years: Wanuskewin,real
McDonald's restaurant shuts down after employee reports positive COVID-19 test,real
How to deal with disappointment after cancellation of the Arctic Winter Games,real
Some P.E.I. long-term care facilities restrict employees to working in one home,real
COVID-19 outbreak discovered at Vancouver chicken processing plant with 28 cases so far,real
COVID-19 outbreak discovered at Vancouver chicken processing plant with 28 cases so far,real
'I want to come home': Young woman injured and alone in Thailand after motorbike accident,real
"All Alberta workers need paid sick leave, labour group argues",real
Halifax homeless shelter to rent empty hotel during COVID-19,real
Dozens of Calgarians asked to self-isolate after child tests positive at daycare,real
"Testing for COVID-19 to expand in Sudbury with 2nd location, updated symptom list",real
Local heroes: Truckers 'shed a few tears' over free hot meals from Redcliff rest stop,real
"'The impact on the health care system could be total collapse,' warns ICU doctor",real
CP Rail employees were told not to self-isolate after vacation until federal officials stepped in,real
Security at Winnipeg's HSC stop 2 COVID-19 patients from leaving hospital against medical advice,real
Families caring for loved ones with disabilities finding full-time care a 'struggle' during pandemic,real
"UNB early nursing graduate thankful ""to offer a hand however I can""",real
What must happen before Manitoba starts to ease up on COVID-19 restrictions,real
"What the COVID-19 recovery plan means for masks, ATVs, universities and playgrounds",real
'We will deliver right to the border': B.C. town vows to look after U.S. neighbours in pandemic,real
"Detroit auto show cancelled, venue to be turned into an emergency field hospital",real
'Heart-wrenching': Canadian flower farmers forced to throw out months of work amid pandemic,real
"'Huge relief': Small businesses welcome Ottawa's commercial rent relief program, despite concerns",real
"Bell, TekSavvy customers shocked by price hikes during COVID-19 pandemic",real
"Pandemic anxiety causing vivid dreams, expert says",real
McDonald's restaurant shuts down after employee reports positive COVID-19 test,real
"Alberta sees two more COVID-19 deaths, 117 new cases",real
Alberta now has 4 cases of COVID-19,real
Edmonton nurses refuse to perform COVID-19 swabs without N95 masks,real
"Online courses for Ontario students during COVID-19 won't count towards grades, but that could change",real
Here are Ottawa's photos of the week,real
Metal-working artist gives his hearts away in bid to forge hope for community during COVID-19 pandemic,real
Get informed on the top stories of the day in one quick scan,real
"Families turned away, as social distancing cuts space in Winnipeg domestic violence shelters",real
"Virtual dance parties, happy hours spring up to fight against loneliness during COVID-19",real
Mechanics describe pro-active measures to provide service during the pandemic,real
"In 'extraordinary' move, B.C. officials ask retired doctors to re-register in case COVID-19 worsens",real
Here's what's available to help Ontario renters through COVID-19,real
Gasoline prices dip below 80¢ a litre at some Calgary pumps,real
"City and inside workers reach tentative deal, averting strike during COVID-19 outbreak",real
Gasoline prices dip below 80¢ a litre at some Calgary pumps,real
Timmins under state of emergency; local health unit reports 29 COVID-19 cases,real
Vancouver choir's cover of Bohemian Rhapsody might make you want to wash your hands,real
Federal cabinet considers leveraging military in mobilizing health manufacturing sector against COVID-19,real
"As COVID-19 hits the economy, bailouts are a fresh reminder why governments matter: Don Pittis",real
Get informed on the top stories of the day in one quick scan,real
London to open COVID-19 testing centre by next week,real
"Self-isolate if you've been to Hubei, China in last 2 weeks, Alberta health officials advise",real
Metal-working artist gives his hearts away in bid to forge hope for community during COVID-19 pandemic,real
Woman with disability dies alone at B.C. hospital amid COVID-19 restrictions,real
"What you need to know about COVID-19 in B.C. on March 18, 2020",real
Health and safety inspection of Alberta meat plant linked to 515 COVID-19 cases was done by video call,real
Workers exempt from N.W.T. travel ban now face tighter supervision,real
B.C. research team testing HIV medication to combat COVID-19,real
Teck Resources takes $312M loss on writedown of oilsands mine stake,real
"N.L. reports 15 new COVID-19 cases, as hospitalizations increase",real
Federal government finalizing plan to boost production of pandemic supplies,real
"Doctors, medical suppliers urge public not to hoard or steal protective gear",real
"New moms, experts worry about postpartum depression during COVID-19 as services cut back",real
Tensions 'quite high' as Alberta truckers move supplies during COVID-19 outbreak,real
B.C. research team testing HIV medication to combat COVID-19,real
"'Something is bound to break': More long-term care staff needed, families say",real
Liberal MP in self-isolation over COVID-19 fears after attending Washington D.C. conference,real
"Calling on nail salons, construction contractors and veterinarians to help fight COVID-19's spread",real
Federal cabinet considers leveraging military in mobilizing health manufacturing sector against COVID-19,real
"As COVID-19 hits the economy, bailouts are a fresh reminder why governments matter: Don Pittis",real
"The longer and deeper the COVID-19 crisis, the harder it will be to bounce back: Don Pittis",real
This pandemic is redefining what qualifies as a political 'crisis',real
'They were completely unaware': Why mass COVID-19 testing is key to stopping spread,real
"Walmart, Loblaw and Save-On-Foods hiring to keep up with grocery demand",real
"Backyard marathons, a new challenge for runners during COVID-19",real
N.B. party leaders come together in time of crisis,real
"The longer and deeper the COVID-19 crisis, the harder it will be to bounce back: Don Pittis",real
"What you need to know about COVID-19 in B.C. on April 1, 2020",real
"Gahcho Kué, Diavik diamond mines sending some N.W.T. workers from remote centres home",real
"Frustrated Canadians looking for mortgage deferrals from big banks facing delays, denials",real
"Despite COVID-19, Northerners continue getting food to vulnerable people",real
What exactly are K-9 teachers supposed to do now? Details still in the works,real
Federal government finalizing plan to boost production of pandemic supplies,real
Can you sing? Friends of Toronto-area musician who died of COVID-19 hold stay-at-home tribute,real
"Doctors, medical suppliers urge public not to hoard or steal protective gear",real
Retirement home resident among Ottawa's 75 confirmed COVID-19 cases,real
6 new COVID-19 infections in B.C. as virus spreads inside care home,real
COVID-19 cases still low but tougher days could come on reserves: Indigenous Services minister,real
3rd Quebecer tests positive for COVID-19 after trip to France,real
Winnipeg's finance chair says city budget can weather economic storm,real
"Calgary dental-lab owner now self-isolating after public complaint filed, AHS says",real
What can governments do to prevent pandemic-driven price gouging?,real
'Nothing spreads like fear': COVID-19 and the dangers of emotional contagion,real
Thinking the unthinkable: how Canada and the U.S. agreed on border restrictions in a hurry,real
"Why some Canadians abroad aren't rushing home, despite Trudeau's plea",real
"Air Canada charges couple extra $2,000 to get home from Chile during pandemic",real
Coon may help keep Higgs in power to avoid election during potential COVID-19 outbreak,real
Security at Winnipeg's HSC stop 2 COVID-19 patients from leaving hospital against medical advice,real
How to celebrate Easter and Passover during the pandemic. Your COVID-19 questions answered,real
COVID-19 lockdown is already affecting some greenhouse gas emissions,real
Surrey School District cancels 9 international student trips due to COVID-19 concerns,real
How one P.E.I. company is using chickens to try to detect COVID-19 in humans,real
Some permanent residents of Canada will be allowed to leave Wuhan if they accompany a Canadian child,real
Halifax mayor in self-isolation after contact with person seeking COVID-19 testing,real
"UNB early nursing graduate thankful ""to offer a hand however I can""",real
What must happen before Manitoba starts to ease up on COVID-19 restrictions,real
Families caring for loved ones with disabilities finding full-time care a 'struggle' during pandemic,real
"What you need to know about COVID-19 in B.C. on March 31, 2020",real
Trudeau rates higher than Trump but lower than other world leaders in COVID-19 polling,real
"N.L. reports 15 new COVID-19 cases, as hospitalizations increase",real
Workers exempt from N.W.T. travel ban now face tighter supervision,real
Health and safety inspection of Alberta meat plant linked to 515 COVID-19 cases was done by video call,real
"Why some Canadians abroad aren't rushing home, despite Trudeau's plea",real
Thinking the unthinkable: how Canada and the U.S. agreed on border restrictions in a hurry,real
'Nothing spreads like fear': COVID-19 and the dangers of emotional contagion,real
"Air Canada charges couple extra $2,000 to get home from Chile during pandemic",real
What does N.B.'s emergency declaration mean for businesses and workers?,real
"Can't 'snap your fingers': Manufacturers could face time, money challenges making masks, ventilators",real
"In northern Labrador, leaders are limiting access to communities",real
N.W.T. chief health officer asks people to self-isolate if showing COVID-19 symptoms post-travel,real
Premier and chief medical officer warn peak of COVID-19 outbreak may be weeks away,real
Union for Manitoba casino staff says COVID-19 will leave workers without pay,real
Sarnia declares state of emergency due to COVID-19,real
Mechanics describe pro-active measures to provide service during the pandemic,real
What does N.B.'s emergency declaration mean for businesses and workers?,real
A fairytale pandemic wedding in Labrador means 5 people and 1 live stream,real
"Edmonton looking at property tax deferrals, Iveson says",real
N.L. courts expanding services starting Monday,real
"What you need to know about COVID-19 in B.C. on March 31, 2020",real
"Food truck operators call on city to waive fees, want permission to operate in parking lots",real
Stock markets finish rough week with another dive into the red,real
"Alberta government grabs disaster funds for COVID-19, agriculture relief",real
Canadians already quarantined on cruise ship in Japan to be isolated for another 2 weeks at home,real
"'Not one dollar, not one bar of soap, not one pair of hands': Advocates for homeless grow desperate",real
"Cuts to Alberta nurses, public-sector jobs paused amidst COVID-19 outbreak",real
Strange days: A look at Winnipeg as it copes with COVID-19,real
Ontario now telling nurses to quarantine if returning from travel,real
"Benny Gantz, Netanyahu's rival, chosen as Israeli speaker in surprise development",real
COVID-19: Sask. announces $50M small biz grant that could pay up to $5K with no strings attached,real
March break could lead to more New Brunswickers assessed for COVID-19,real
"N.L. reports 15 new COVID-19 cases, as hospitalizations increase",real
CBC Windsor March 25 COVID-19 update: 4th confirmed local case,real
Winnipeg's finance chair says city budget can weather economic storm,real
"COVID-19 in Sask: 6 new cases, all from northern regions",real
"What you need to know about COVID-19 in B.C. on March 31, 2020",real
"Fewer seats, more delivery: Whitehorse businesses adapt to social distancing",real
Abuse and threats part of daily life for Vancouver park rangers amid pandemic,real
Union for Manitoba casino staff says COVID-19 will leave workers without pay,real
Sarnia declares state of emergency due to COVID-19,real
Construction groups tell City of Winnipeg to boost infrastructure spending,real
Canada's military ordered to begin 'pre-pandemic planning',real
"Stop flushing wipes and mixing cleaners, Calgary officials urge in latest COVID-19 update",real
"Edmonton looking at property tax deferrals, Iveson says",real
"Second London, Ont. COVID-19 assessment centre to open Thursday",real
COVID-19 outbreak discovered at Vancouver chicken processing plant with 28 cases so far,real
COVID-19 outbreak discovered at Vancouver chicken processing plant with 28 cases so far,real
"First Nations welcome $305 million COVID-19 fund, wait for details",real
"In northern Labrador, leaders are limiting access to communities",real
Get informed on the top stories of the day in one quick scan,real
Premier and chief medical officer warn peak of COVID-19 outbreak may be weeks away,real
Alberta Energy Regulator names senior Saskatchewan government official as CEO,real
Union for Manitoba casino staff says COVID-19 will leave workers without pay,real
Sarnia declares state of emergency due to COVID-19,real
"148 COVID-19 cases in Waterloo region, 24 Guelph hospital workers confirmed",real
"Edmonton looking at property tax deferrals, Iveson says",real
"N. B. COVID-19 roundup: Recoveries jump to 70, no new cases detected",real
"Second London, Ont. COVID-19 assessment centre to open Thursday",real
"Verdun hospital staff, patients in grips of COVID-19 outbreak",real
Canada's military ordered to begin 'pre-pandemic planning',real
"Inmate population vulnerable during COVID-19 pandemic, lawyers say",real
"Trump appoints new chief of staff, sends Mulvaney to Northern Ireland",real
P.E.I.'s Easter Seals campaign 'slowed down to a pause',real
COVID-19 in Sask: Province declares state of emergency after number of cases doubles,real
N.B. COVID-19 roundup: Higgs steps up plea for caution as 3 new cases are reported,real
"Alberta oil and gas 'on life support' in wake of economic blows, premier says",real
"'Tough choices' to make as Manitoba considers when to reopen schools, experts say",real
COVID-19 'catastrophic' for P.E.I. hotel operators says industry group,real
Alberta Energy Regulator names senior Saskatchewan government official as CEO,real
"N.W.T. public health officials have issued 74 warnings, investigated almost 400 complaints",real
"The show will go on... from their living rooms: John Legend, Pink, Chris Martin take gigs online",real
Regina Co-op Refinery delaying spring turnaround due to COVID-19 concerns,real
COVID-19 cases still low but tougher days could come on reserves: Indigenous Services minister,real
Nova Scotia introduces new restrictions as COVID-19 cases rise to 7,real
Nunavut declares state of public health emergency,real
"Windsor bars, restaurants close their doors on one of the busiest days of the year",real
City revenues plummet during COVID-19 crisis,real
Get informed on the top stories of the day in one quick scan,real
"After 3 days with no new COVID-19 cases, officials urge caution with optimism",real
N.B. COVID-19 roundup: Boy under age 10 is province's 8th case,real
London's two latest COVID-19 cases worked while sick: health unit,real
"City hall weddings, meter readings called off as city, Manitoba Hydro postpone non-essential services",real
Private funerals will be norm under COVID-19 restrictions on public gatherings in Alberta,real
"'Stay home, stay informed': Ontario reports 1st COVID-19-related death as province declares state of emergency",real
Trudeau says government will do 'everything necessary' to protect Canadians from COVID-19,real
"As Canadians return home from Westerdam cruise, health officials urge them to self-isolate",real
Stock markets finish rough week with another dive into the red,real
Out-of-work pilots fly masks to COVID-19 hot spots in southern Alberta,real
A fairytale pandemic wedding in Labrador means 5 people and 1 live stream,real
Mechanics describe pro-active measures to provide service during the pandemic,real
City revenues plummet during COVID-19 crisis,real
Many Richmond Row bars to close for St. Patrick's Day to curb COVID-19,real
Montrealers find ways to revel on St. Patrick's Day — from a distance,real
Walls go up all around the world as governments fight to slow spread of COVID-19,real
Police pandemic preparedness: 'Get ready and go back on the front line',real
"First evacuation airlift en route to Hanoi, could transport Canadians from Wuhan on Thursday",real
"Feds penalize province for lack of abortion access, but reimburse payments because of COVID-19",real
When will lobster flights resume to China? It depends who you ask,real
Waterloo regional police close facilities but essential services will continue,real
B.C. K-12 schools suspended indefinitely,real
COVID-19 'catastrophic' for P.E.I. hotel operators says industry group,real
School is out in Saskatchewan. What happens now for students?,real
Trudeau says government will do 'everything necessary' to protect Canadians from COVID-19,real
COVID-19 in Sask: New testing sites will help monitor impact of reopening plan,real
Here are Ottawa's photos of the week,real
"What you need to know about COVID-19 in Alberta on Thursday, March 26",real
Here's where Ottawans are being fined for hanging out in parks,real
UBC students among final 10 teams in global competition to create low-cost ventilator,real
Wife of OC Transpo driver speaks out about infection fears,real
"What you need to know about COVID-19 in B.C. on March 30, 2020",real
Windsor seniors' home says resident has tested positive for COVID-19,real
CBC Windsor COVID-19 update: Here's what you need to know March 24,real
"'Not one dollar, not one bar of soap, not one pair of hands': Advocates for homeless grow desperate",real
Travellers from Iran asked to self-isolate for 14 days after arriving in Canada,real
"COVID-19: Edmonton buses, LRT moving to reduced service schedule",real
'Still in containment mode': How N.L. is preparing amid global COVID-19 outbreak,real
Police pandemic preparedness: 'Get ready and go back on the front line',real
London's two latest COVID-19 cases worked while sick: health unit,real
Congo president's chief of staff arrested amid graft probe,real
"'I can't meet you because I am self-isolating': Scammers cash in on pandemic, detective says",real
"Paramedics donning face shields, gowns for calls with potential COVID-19 exposure",real
2 Canadian Forces members in N.S. in self-isolation over COVID-19 fears,real
Get informed on the top stories of the day in one quick scan,real
Windsor seniors' home says resident has tested positive for COVID-19,real
"'Stay home, stay informed': Ontario reports 1st COVID-19-related death as province declares state of emergency",real
"See inside China's Huoshenshan Hospital, built in 10 days",real
How London hospitals are planning for a potential flood of COVID-19 patients,real
U.S. singer Pink says she tested positive for COVID-19,real
'Batten down the hatches': Oilpatch braces as prices plummet,real
"Manitoba government wants contractor to provide meals for 15,000 students, as pandemic halts school programs",real
Many Richmond Row bars to close for St. Patrick's Day to curb COVID-19,real
Agriculture sector scrambling to offset consequences of COVID-19 crisis,real
"'Stay home, stay informed': Ontario reports 1st COVID-19-related death as province declares state of emergency",real
Here are Ottawa's photos of the week,real
"Physical distancing, closures should stop community spread of COVID-19: Thunder Bay medical officer of health",real
Ventilator manufacturer says Canada should have stockpiled machines after SARS,real
"See inside China's Huoshenshan Hospital, built in 10 days",real
"COVID-19 causes Winnipeg Harvest volunteer and donation shortages, workspace closures",real
What to do if you think you have COVID-19: A guide to each province and territory,real
Online 'phishing' attacks targeting housebound federal staffers as COVID-19 spreads,real
Get informed on the top stories of the day in one quick scan,real
When will lobster flights resume to China? It depends who you ask,real
"Food security, safety at the grocery store a top priority for shoppers",real
"Feds penalize province for lack of abortion access, but reimburse payments because of COVID-19",real
COVID-19 social distancing hits restaurants hard,real
When will lobster flights resume to China? It depends who you ask,real
Abuse and threats part of daily life for Vancouver park rangers amid pandemic,real
Caribou mine near Bathurst halts production,real
U.S. singer Pink says she tested positive for COVID-19,real
Agriculture sector scrambling to offset consequences of COVID-19 crisis,real
Vancouver Canucks office staff member tests positive for COVID-19,real
"Feds penalize province for lack of abortion access, but reimburse payments because of COVID-19",real
Impact of COVID-19 on Confederation Centre 'well into the millions',real
"First evacuation airlift en route to Hanoi, could transport Canadians from Wuhan on Thursday",real
2nd case of COVID-19 confirmed in Sudbury,real
3 more COVID-19 deaths recorded in B.C. as total number of cases climbs to 472,real
What's closed and cancelled Monday in Saskatchewan,real
Winnipeg man in his 80s tests positive for COVID-19 as Manitoba reaches 8 cases,real
Voisey's Bay flights suspended while Vale firms up COVID-19 mitigation plans,real
"Canada to bar entry to travellers who are not citizens, permanent residents or Americans",real
Grocery store out of yeast? There's always potatoes,real
'No gatherings of over 50' among new recommendations announced by officials to curb spread of COVID-19,real
"Skagway, Alaska, preparing for 'worst-case scenario' cruise ship season",real
Two cases of COVID-19 confirmed in Grey Bruce,real
Jewish Montrealers vow to celebrate Passover with 'same joy' despite COVID-19 restrictions,real
Windsor real estate market 'on pause' as pandemic grows,real
London's COVID-19 field hospital: 10 questions answered,real
"'All it would take is one person': COVID-19 protective gear zones raise concerns for nurses, doctor, union",real
"N.B. COVID-19 roundup: 2 confirmed cases, 5th presumptive case",real
Alberta health-care workers will be screened for COVID-19 at the start of each shift,real
Announcement expected Tuesday as B.C. school and health officials ponder extending spring break,real
"Thunder Bay District Health Unit says 3 new cases of COVID-19 in district, updates all recent cases",real
Lawson researchers using London COVID-19 patients for study,real
Haldimand emergency worker tests positive for COVID-19,real
"Winnipeg Transit reduces service, lays off more than 250 staff",real
Signs of slowdown as Saint Johners self-isolate,real
Sask. First Nation chief prepared for COVID-19 pandemic weeks before it hit,real
H1N1 hit northern Manitoba First Nations hard — some worry COVID-19 will do the same,real
No way home in sight for Canadians stranded in India amid COVID-19 lockdown,real
London developers give big to United Way COVID-19 fund,real
"Community spread of COVID-19 cannot be ruled out in Ontario, public health officials say",real
Vancouver Canucks office staff member tests positive for COVID-19,real
UBC students among final 10 teams in global competition to create low-cost ventilator,real
"High demand for hand sanitizer and face masks leave some retailers out of stock, while others sell on Kijiji",real
"'No benefit' to sending seniors ill with COVID-19 to hospital, some nursing homes tell loved ones",real
"Oil price war will last months, experts say, adding 'pain' to Canada's oilpatch",real
"Limit interprovincial trips, mayors plead",real
Social distancing: How far is far enough?,real
Ottawans scramble to return from Europe,real
"'I can't meet you because I am self-isolating': Scammers cash in on pandemic, detective says",real
Thunder Bay hospital increasing access to priority surgery,real
Roughriders QB hopes CFL delay will be brief,real
How London hospitals are planning for a potential flood of COVID-19 patients,real
"Limit interprovincial trips, mayors plead",real
Canadian malls limit shopping hours to slow spread of COVID-19,real
Cameroon jazz-funk great Manu Dibango dies after COVID-19 hospitalization,real
"Henley Place has 10 COVID-19 cases including 2 deaths, so why didn't MLHU tell us about it?",real
Second confirmed case of COVID-19 in St. Catharines is 55-year-old woman,real
3 more presumptive cases of COVID-19 identified in Manitoba are travel related: province,real
"COVID-19 in Sask: More cases, more tests, but no hospitalizations",real
Canada-U.S. Atlantic Ocean science mission scrubbed due to COVID-19,real
"N.S. schools, daycares closing for 2 weeks after March Break amid COVID-19 outbreak",real
N.B. COVID-19 roundup: 4 new cases detected in province,real
Calgary Flames tell part-time staff they won't be paid for shifts cancelled due to COVID-19,real
'Scary' times for the chronically ill and disabled as COVID-19 brings new fears about survival,real
"As COVID-19 spreads in Montreal, public health authority cracks down on citizens' movement",real
Nearly 350 doctors urge Alberta to postpone health care changes amidst COVID-19 outbreak,real
Winnipeg faith groups taking precautions to protect worshippers from COVID-19,real
P.E.I. announces $4.7M to tackle potato surplus related to COVID-19 market conditions,real
"NAIT, University of Alberta, MacEwan University move classes online amid COVID-19 pandemic",real
Lawson researchers using London COVID-19 patients for study,real
Jewish Montrealers vow to celebrate Passover with 'same joy' despite COVID-19 restrictions,real
London's COVID-19 field hospital: 10 questions answered,real
Impact of COVID-19 on Confederation Centre 'well into the millions',real
N.W.T. gov't to close Liard Highway after chief public health officer imposes travel ban,real
Nova Scotia police move cautiously on enforcing state of emergency,real
Islanders: What to do if you think you have COVID-19,real
"Kijiji bans listings for toilet paper, surgical masks amid COVID-19 price-gouging",real
Community rallies to support Calgarians in voluntary self-isolation after China visit,real
Haldimand emergency worker tests positive for COVID-19,real
"Thunder Bay District Health Unit says 3 new cases of COVID-19 in district, updates all recent cases",real
Calgary Flames tell part-time staff they won't be paid for shifts cancelled due to COVID-19,real
Read the stories of this week's CBC Toronto 'Front-line Heroes',real
Social distancing: How far is far enough?,real
Ottawans scramble to return from Europe,real
"At the Calgary International Airport, mandatory self-isolation rules take effect",real
Working poor among the hardest hit during COVID-19 pandemic,real
"B.C. must find 'sweet spot' for increasing social interactions over the summer, says top doctor",real
"High demand for hand sanitizer and face masks leave some retailers out of stock, while others sell on Kijiji",real
B.C.'s 6th presumptive COVID-19 case flew from Montreal to Vancouver on Feb. 14,real
Nunavut steps up preventative measures to keep residents healthy,real
'Music for comfort': Why people are moved to write songs in times of tragedy,real
Federal public servants allowed to take their work home with them,real
Kitchener-Waterloo Oktoberfest to sell Benton Street office,real
"'This too will pass': Calgarians try to cope as COVID-19 chaos spreads, thins some grocery shelves",real
"Student studying overseas has COVID-19, Western University confirms",real
Regional dailies across Quebec cease print editions,real
How Wiikwemkoong is getting supplies to residents during COVID-19 pandemic,real
Liberal MP Kamal Khera pleads for people to stay home after testing positive for COVID-19,real
Museums shutting their doors starting Saturday,real
"'It is going to happen': Doctors Nova Scotia, province in talks to expand telemedicine",real
B.C. farmers adjust to new government rules for temporary foreign workers,real
Student athletes use online workouts to stay sharp during COVID-19 restrictions,real
Province shuts down public schools for 2 weeks over COVID-19 worries,real
Cameroon jazz-funk great Manu Dibango dies after COVID-19 hospitalization,real
"Friday, March 13: How COVID-19 is affecting P.E.I. today",real
"Henley Place has 10 COVID-19 cases including 2 deaths, so why didn't MLHU tell us about it?",real
'We will work to support calm': Edmonton city council suspends meetings to focus on COVID-19,real
"GO Transit reduces services, universities close: What you need to know about COVID-19 in Ontario",real
4 die of COVID-19 at Clifton Manor nursing home in Calgary,real
Nearly 350 doctors urge Alberta to postpone health care changes amidst COVID-19 outbreak,real
Winnipeg faith groups taking precautions to protect worshippers from COVID-19,real
St. Anthony hospital 'on high alert' due to COVID-19 cases,real
"NAIT, University of Alberta, MacEwan University move classes online amid COVID-19 pandemic",real
Canada-U.S. Atlantic Ocean science mission scrubbed due to COVID-19,real
Ottawa man with COVID-19 back home after travel ordeal from Spain,real
March 14 and 15: Here's how Nova Scotia is being impacted by COVID-19 today,real
Museums shutting their doors starting Saturday,real
"'It is going to happen': Doctors Nova Scotia, province in talks to expand telemedicine",real
"Manitoba government wants contractor to provide meals for 15,000 students, as pandemic halts school programs",real
"Compared to U.S., Canada's COVID-19 response a case study in political civility",real
Empty streets unlikely should COVID-19 spread widely in B.C.,real
Province shuts down public schools for 2 weeks over COVID-19 worries,real
"What you need to know about COVID-19 in Alberta on Thursday, April 9",real
Shaw warns that Freedom Mobile isn't adding as many customers as planned due to COVID-19,real
"Friday, March 13: How COVID-19 is affecting P.E.I. today",real
"Funeral directors want special designation to access supplies, cause of death information during outbreak",real
"Physical distancing, closures should stop community spread of COVID-19: Thunder Bay medical officer of health",real
McMaster students can replace failed course with 'no credit' amid COVID-19,real
At least 25 dead in attack on Sikh worshippers in Afghanistan,real
'We will work to support calm': Edmonton city council suspends meetings to focus on COVID-19,real
"GO Transit reduces services, universities close: What you need to know about COVID-19 in Ontario",real
"Friday, March 13: Here's how Nova Scotia is being impacted by COVID-19 today",real
"Food security, safety at the grocery store a top priority for shoppers",real
'It's unprecedented': Calgary's new Central Library halts events and programs as concerns grow over COVID-19,real
Nova Scotia police move cautiously on enforcing state of emergency,real
Yukoners sew homemade cloth masks to meet high demand,real
"Ontario working on motion to suspend legislature, if necessary, due to COVID-19 outbreak",real
COVID-19: Albertans urged to cancel all gatherings of more than 250 people,real
Winnipeg fire-paramedic station reopens after concerns about possible COVID-19 exposure,real
Ottawa's 2nd case of COVID-19 confirmed,real
"28 residents, 27 staff at Vancouver's Haro Park care centre confirmed to have COVID-19",real
Some Manitoba businesses say bar for new federal rent relief subsidy is too high,real
Winnipeg seamstress donates hundreds of face masks to newcomers in memory of mother,real
Ottawa commits $23M to VIDO-InterVac to ramp up research on COVID-19,real
Calgary Auto Show cancelled and cleared out amid COVID-19 pandemic,real
Vancouver public spaces empty out amid call for social distancing,real
'Music for comfort': Why people are moved to write songs in times of tragedy,real
'We make zero': How COVID-19 is likely to impact B.C.'s economy,real
"Raymond jury fitness hearing cancelled, lawyer plans constitutional challenge for judge-alone",real
Western University cancels classes to stop COVID-19 spread,real
India cancels all tourist visas as COVID-19 cases rise,real
